top_category	rel_path	file_name	stem	data_block	chemical_name_common	chemical_name_mineral	chemical_name_systematic	chemical_formula_sum	search_key
BGMN	BGMN/Chalcocite_M.cif	Chalcocite_M.cif	Chalcocite_M	Chalcocite_M	Chalcocite_M			?	chalcocite_m | chalcocite_m | chalcocite_m | ? | bgmn | bgmn/chalcocite_m.cif
BGMN	BGMN/Chalcopyrite.cif	Chalcopyrite.cif	Chalcopyrite	Chalcopyrite	Chalcopyrite			?	chalcopyrite | chalcopyrite | chalcopyrite | ? | bgmn | bgmn/chalcopyrite.cif
BGMN	BGMN/CHIOLITE.cif	CHIOLITE.cif	CHIOLITE	Chiolite	Chiolite			?	chiolite | chiolite | chiolite | ? | bgmn | bgmn/chiolite.cif
BGMN	BGMN/Chlorite2b.cif	Chlorite2b.cif	Chlorite2b	CHLORITE_IIb_2	CHLORITE_IIb-2			?	chlorite2b | chlorite_iib_2 | chlorite_iib-2 | ? | bgmn | bgmn/chlorite2b.cif
BGMN	BGMN/chloritfxbg.cif	chloritfxbg.cif	chloritfxbg	Chloritfxbg	Chloritfxbg			?	chloritfxbg | chloritfxbg | chloritfxbg | ? | bgmn | bgmn/chloritfxbg.cif
BGMN	BGMN/Chloritoid.cif	Chloritoid.cif	Chloritoid	Chloritoid	Chloritoid			?	chloritoid | chloritoid | chloritoid | ? | bgmn | bgmn/chloritoid.cif
BGMN	BGMN/ChloritoidMg.cif	ChloritoidMg.cif	ChloritoidMg	Chloritoidmg	Chloritoidmg			?	chloritoidmg | chloritoidmg | chloritoidmg | ? | bgmn | bgmn/chloritoidmg.cif
BGMN	BGMN/CHROMIMG.cif	CHROMIMG.cif	CHROMIMG	Chromite_Mg	Chromite_Mg			?	chromimg | chromite_mg | chromite_mg | ? | bgmn | bgmn/chromimg.cif
BGMN	BGMN/Chromite.cif	Chromite.cif	Chromite	Chromite	Chromite			?	chromite | chromite | chromite | ? | bgmn | bgmn/chromite.cif
BGMN	BGMN/CLINOMIM.cif	CLINOMIM.cif	CLINOMIM	Clinomimetite	Clinomimetite			?	clinomim | clinomimetite | clinomimetite | ? | bgmn | bgmn/clinomim.cif
BGMN	BGMN/Clinopt.cif	Clinopt.cif	Clinopt	Clinoptilolite	Clinoptilolite			?	clinopt | clinoptilolite | clinoptilolite | ? | bgmn | bgmn/clinopt.cif
BGMN	BGMN/Clinozoi.cif	Clinozoi.cif	Clinozoi	Clinozoisite	Clinozoisite			?	clinozoi | clinozoisite | clinozoisite | ? | bgmn | bgmn/clinozoi.cif
BGMN	BGMN/Co3o4.cif	Co3o4.cif	Co3o4	Co3O4	Co3O4			?	co3o4 | co3o4 | co3o4 | ? | bgmn | bgmn/co3o4.cif
BGMN	BGMN/COO.cif	COO.cif	COO	CoO	CoO			?	coo | coo | coo | ? | bgmn | bgmn/coo.cif
BGMN	BGMN/Copiapite.cif	Copiapite.cif	Copiapite	Copiapite	Copiapite			?	copiapite | copiapite | copiapite | ? | bgmn | bgmn/copiapite.cif
BGMN	BGMN/Cordierite.cif	Cordierite.cif	Cordierite	Cordierite	Cordierite			?	cordierite | cordierite | cordierite | ? | bgmn | bgmn/cordierite.cif
BGMN	BGMN/Corundum.cif	Corundum.cif	Corundum	Corundum	Corundum			?	corundum | corundum | corundum | ? | bgmn | bgmn/corundum.cif
BGMN	BGMN/Cotunnit.cif	Cotunnit.cif	Cotunnit	PbCl2_Cotunnite	PbCl2_Cotunnite			?	cotunnit | pbcl2_cotunnite | pbcl2_cotunnite | ? | bgmn | bgmn/cotunnit.cif
BGMN	BGMN/CR.cif	CR.cif	CR	CR	CR			?	cr | cr | cr | ? | bgmn | bgmn/cr.cif
BGMN	BGMN/Cr2N.cif	Cr2N.cif	Cr2N	Cr2N	Cr2N			?	cr2n | cr2n | cr2n | ? | bgmn | bgmn/cr2n.cif
BGMN	BGMN/Crandallite.cif	Crandallite.cif	Crandallite	Crandallite	Crandallite			?	crandallite | crandallite | crandallite | ? | bgmn | bgmn/crandallite.cif
BGMN	BGMN/CRISHIGH.cif	CRISHIGH.cif	CRISHIGH	Cristobalite_high	Cristobalite_high			?	crishigh | cristobalite_high | cristobalite_high | ? | bgmn | bgmn/crishigh.cif
BGMN	BGMN/Cristobalite.cif	Cristobalite.cif	Cristobalite	CRISTOBALITE	CRISTOBALITE			?	cristobalite | cristobalite | cristobalite | ? | bgmn | bgmn/cristobalite.cif
BGMN	BGMN/CRN.cif	CRN.cif	CRN	CRN	CRN			?	crn | crn | crn | ? | bgmn | bgmn/crn.cif
BGMN	BGMN/CRYOLITE.cif	CRYOLITE.cif	CRYOLITE	Cryolite	Cryolite			?	cryolite | cryolite | cryolite | ? | bgmn | bgmn/cryolite.cif
BGMN	BGMN/CRYPTOHA.cif	CRYPTOHA.cif	CRYPTOHA	Cryptohalite	Cryptohalite			?	cryptoha | cryptohalite | cryptohalite | ? | bgmn | bgmn/cryptoha.cif
BGMN	BGMN/CUPRITE.cif	CUPRITE.cif	CUPRITE	Cuprite	Cuprite			?	cuprite | cuprite | cuprite | ? | bgmn | bgmn/cuprite.cif
BGMN	BGMN/CUSO4H2O.cif	CUSO4H2O.cif	CUSO4H2O	CuSO4H2O	CuSO4H2O			?	cuso4h2o | cuso4h2o | cuso4h2o | ? | bgmn | bgmn/cuso4h2o.cif
BGMN	BGMN/Dawsonite.cif	Dawsonite.cif	Dawsonite	Dawsonite	Dawsonite			?	dawsonite | dawsonite | dawsonite | ? | bgmn | bgmn/dawsonite.cif
BGMN	BGMN/Diaspore.cif	Diaspore.cif	Diaspore	diaspore	diaspore			?	diaspore | diaspore | diaspore | ? | bgmn | bgmn/diaspore.cif
BGMN	BGMN/Dickite.cif	Dickite.cif	Dickite	Dickite_Bailey	Dickite_Bailey			?	dickite | dickite_bailey | dickite_bailey | ? | bgmn | bgmn/dickite.cif
BGMN	BGMN/Dickitedis.cif	Dickitedis.cif	Dickitedis	Dickite_disordered	Dickite_disordered			?	dickitedis | dickite_disordered | dickite_disordered | ? | bgmn | bgmn/dickitedis.cif
BGMN	BGMN/DIOPFE25.cif	DIOPFE25.cif	DIOPFE25	Diopside_Fe0_25	Diopside_Fe0.25			?	diopfe25 | diopside_fe0_25 | diopside_fe0.25 | ? | bgmn | bgmn/diopfe25.cif
BGMN	BGMN/DIOPFE3.cif	DIOPFE3.cif	DIOPFE3	Diopside_Fe0_26	Diopside_Fe0.26			?	diopfe3 | diopside_fe0_26 | diopside_fe0.26 | ? | bgmn | bgmn/diopfe3.cif
BGMN	BGMN/DIOPFE7.cif	DIOPFE7.cif	DIOPFE7	Diopside_Fe0_66	Diopside_Fe0.66			?	diopfe7 | diopside_fe0_66 | diopside_fe0.66 | ? | bgmn | bgmn/diopfe7.cif
BGMN	BGMN/DIOPFE75.cif	DIOPFE75.cif	DIOPFE75	Diopside_Fe0_75	Diopside_Fe0.75			?	diopfe75 | diopside_fe0_75 | diopside_fe0.75 | ? | bgmn | bgmn/diopfe75.cif
BGMN	BGMN/DIOPSIDE.cif	DIOPSIDE.cif	DIOPSIDE	Diopside	Diopside			?	diopside | diopside | diopside | ? | bgmn | bgmn/diopside.cif
BGMN	BGMN/DIOPSINA.cif	DIOPSINA.cif	DIOPSINA	Diopside_Na	Diopside_Na			?	diopsina | diopside_na | diopside_na | ? | bgmn | bgmn/diopsina.cif
BGMN	BGMN/Dolomite.cif	Dolomite.cif	Dolomite	Dolomite	Dolomite			?	dolomite | dolomite | dolomite | ? | bgmn | bgmn/dolomite.cif
BGMN	BGMN/DRAVITE.cif	DRAVITE.cif	DRAVITE	Dravite	Dravite			?	dravite | dravite | dravite | ? | bgmn | bgmn/dravite.cif
BGMN	BGMN/ENARGITE.cif	ENARGITE.cif	ENARGITE	Enargite	Enargite			?	enargite | enargite | enargite | ? | bgmn | bgmn/enargite.cif
BGMN	BGMN/Enstatite.cif	Enstatite.cif	Enstatite	Enstatite	Enstatite			?	enstatite | enstatite | enstatite | ? | bgmn | bgmn/enstatite.cif
BGMN	BGMN/EPIDOTE.cif	EPIDOTE.cif	EPIDOTE	Epidote	Epidote			?	epidote | epidote | epidote | ? | bgmn | bgmn/epidote.cif
BGMN	BGMN/EPSOMITE.cif	EPSOMITE.cif	EPSOMITE	Epsomite	Epsomite			?	epsomite | epsomite | epsomite | ? | bgmn | bgmn/epsomite.cif
BGMN	BGMN/Eskolaite.cif	Eskolaite.cif	Eskolaite	ESKOLAITE	ESKOLAITE			?	eskolaite | eskolaite | eskolaite | ? | bgmn | bgmn/eskolaite.cif
BGMN	BGMN/Ettringite.cif	Ettringite.cif	Ettringite	Ettringite	Ettringite			?	ettringite | ettringite | ettringite | ? | bgmn | bgmn/ettringite.cif
BGMN	BGMN/FAUJASIT.cif	FAUJASIT.cif	FAUJASIT	Faujasite	Faujasite			?	faujasit | faujasite | faujasite | ? | bgmn | bgmn/faujasit.cif
BGMN	BGMN/Fayalite.cif	Fayalite.cif	Fayalite	Fayalite	Fayalite			?	fayalite | fayalite | fayalite | ? | bgmn | bgmn/fayalite.cif
BGMN	BGMN/Fechromi.cif	Fechromi.cif	Fechromi	Ferrochromite	Ferrochromite			?	fechromi | ferrochromite | ferrochromite | ? | bgmn | bgmn/fechromi.cif
BGMN	BGMN/FeNbO4m.cif	FeNbO4m.cif	FeNbO4m	FeNbO4_monoclinic	FeNbO4_monoclinic			?	fenbo4m | fenbo4_monoclinic | fenbo4_monoclinic | ? | bgmn | bgmn/fenbo4m.cif
BGMN	BGMN/FeNbO4mklnew.cif	FeNbO4mklnew.cif	FeNbO4mklnew	FeNbO4mklnew	FeNbO4mklnew			?	fenbo4mklnew | fenbo4mklnew | fenbo4mklnew | ? | bgmn | bgmn/fenbo4mklnew.cif
BGMN	BGMN/FeNbO4o.cif	FeNbO4o.cif	FeNbO4o	FeNbO4_ortho	FeNbO4_ortho			?	fenbo4o | fenbo4_ortho | fenbo4_ortho | ? | bgmn | bgmn/fenbo4o.cif
BGMN	BGMN/Ferberite.cif	Ferberite.cif	Ferberite	Ferberite	Ferberite			?	ferberite | ferberite | ferberite | ? | bgmn | bgmn/ferberite.cif
BGMN	BGMN/Ferricopiapite.cif	Ferricopiapite.cif	Ferricopiapite	Ferricopiapite	Ferricopiapite			?	ferricopiapite | ferricopiapite | ferricopiapite | ? | bgmn | bgmn/ferricopiapite.cif
BGMN	BGMN/Ferritemg.cif	Ferritemg.cif	Ferritemg	Ferritemg	Ferritemg			?	ferritemg | ferritemg | ferritemg | ? | bgmn | bgmn/ferritemg.cif
BGMN	BGMN/FESI2TET.cif	FESI2TET.cif	FESI2TET	Iron_Disilicide_tet	Iron_Disilicide_tet			?	fesi2tet | iron_disilicide_tet | iron_disilicide_tet | ? | bgmn | bgmn/fesi2tet.cif
BGMN	BGMN/FESIKUB.cif	FESIKUB.cif	FESIKUB	Iron_Silicide_kub	Iron_Silicide_kub			?	fesikub | iron_silicide_kub | iron_silicide_kub | ? | bgmn | bgmn/fesikub.cif
BGMN	BGMN/Fluorapa.cif	Fluorapa.cif	Fluorapa	FLUORAPATITE	FLUORAPATITE			?	fluorapa | fluorapatite | fluorapatite | ? | bgmn | bgmn/fluorapa.cif
BGMN	BGMN/Fluorite.cif	Fluorite.cif	Fluorite	Fluorite	Fluorite			?	fluorite | fluorite | fluorite | ? | bgmn | bgmn/fluorite.cif
BGMN	BGMN/Forsterite.cif	Forsterite.cif	Forsterite	FORSTERITE	FORSTERITE			?	forsterite | forsterite | forsterite | ? | bgmn | bgmn/forsterite.cif
BGMN	BGMN/Galena.cif	Galena.cif	Galena	Galena	Galena			?	galena | galena | galena | ? | bgmn | bgmn/galena.cif
BGMN	BGMN/GARRONIT.cif	GARRONIT.cif	GARRONIT	Garronite	Garronite			?	garronit | garronite | garronite | ? | bgmn | bgmn/garronit.cif
BGMN	BGMN/Gaylussite.cif	Gaylussite.cif	Gaylussite	Gaylussite	Gaylussite			?	gaylussite | gaylussite | gaylussite | ? | bgmn | bgmn/gaylussite.cif
BGMN	BGMN/Gehlenite.cif	Gehlenite.cif	Gehlenite	Gehlenite	Gehlenite			?	gehlenite | gehlenite | gehlenite | ? | bgmn | bgmn/gehlenite.cif
BGMN	BGMN/Gibbsite.cif	Gibbsite.cif	Gibbsite	Gibbsite	Gibbsite			?	gibbsite | gibbsite | gibbsite | ? | bgmn | bgmn/gibbsite.cif
BGMN	BGMN/Glauberite.cif	Glauberite.cif	Glauberite	Glauberite	Glauberite			?	glauberite | glauberite | glauberite | ? | bgmn | bgmn/glauberite.cif
BGMN	BGMN/Goethite.cif	Goethite.cif	Goethite	GOETHITE	GOETHITE			?	goethite | goethite | goethite | ? | bgmn | bgmn/goethite.cif
BGMN	BGMN/Gold.cif	Gold.cif	Gold	Gold	Gold			?	gold | gold | gold | ? | bgmn | bgmn/gold.cif
BGMN	BGMN/Gorceixite.cif	Gorceixite.cif	Gorceixite	Gorceixite	Gorceixite			?	gorceixite | gorceixite | gorceixite | ? | bgmn | bgmn/gorceixite.cif
BGMN	BGMN/Goyazite.cif	Goyazite.cif	Goyazite	Goyazite	Goyazite			?	goyazite | goyazite | goyazite | ? | bgmn | bgmn/goyazite.cif
BGMN	BGMN/GREIGITE.cif	GREIGITE.cif	GREIGITE	Greigite	Greigite			?	greigite | greigite | greigite | ? | bgmn | bgmn/greigite.cif
BGMN	BGMN/GROSSULA.cif	GROSSULA.cif	GROSSULA	Grossular	Grossular			?	grossula | grossular | grossular | ? | bgmn | bgmn/grossula.cif
BGMN	BGMN/Grossular_fe.cif	Grossular_fe.cif	Grossular_fe	GROSSULAR_FE	GROSSULAR_FE			?	grossular_fe | grossular_fe | grossular_fe | ? | bgmn | bgmn/grossular_fe.cif
BGMN	BGMN/GROUTITE.cif	GROUTITE.cif	GROUTITE	Groutite	Groutite			?	groutite | groutite | groutite | ? | bgmn | bgmn/groutite.cif
BGMN	BGMN/Gypsum.cif	Gypsum.cif	Gypsum	Gypsum	Gypsum			?	gypsum | gypsum | gypsum | ? | bgmn | bgmn/gypsum.cif
BGMN	BGMN/HALITE.cif	HALITE.cif	HALITE	HALITE	HALITE			?	halite | halite | halite | ? | bgmn | bgmn/halite.cif
BGMN	BGMN/HAP.cif	HAP.cif	HAP	Hydroxylapatite	Hydroxylapatite			?	hap | hydroxylapatite | hydroxylapatite | ? | bgmn | bgmn/hap.cif
BGMN	BGMN/HAPmod.cif	HAPmod.cif	HAPmod	Hydroxylapatite	Hydroxylapatite			?	hapmod | hydroxylapatite | hydroxylapatite | ? | bgmn | bgmn/hapmod.cif
BGMN	BGMN/Hausmannite.cif	Hausmannite.cif	Hausmannite	Hausmannite	Hausmannite			?	hausmannite | hausmannite | hausmannite | ? | bgmn | bgmn/hausmannite.cif
BGMN	BGMN/HEMATITE.cif	HEMATITE.cif	HEMATITE	Hematite	Hematite			?	hematite | hematite | hematite | ? | bgmn | bgmn/hematite.cif
BGMN	BGMN/Hercynite.cif	Hercynite.cif	Hercynite	Hercynite	Hercynite			?	hercynite | hercynite | hercynite | ? | bgmn | bgmn/hercynite.cif
BGMN	BGMN/Heulandite.cif	Heulandite.cif	Heulandite	Heulandite	Heulandite			?	heulandite | heulandite | heulandite | ? | bgmn | bgmn/heulandite.cif
BGMN	BGMN/Hexahydrite.cif	Hexahydrite.cif	Hexahydrite	Hexahydrite	Hexahydrite			?	hexahydrite | hexahydrite | hexahydrite | ? | bgmn | bgmn/hexahydrite.cif
BGMN	BGMN/HORNBL1.cif	HORNBL1.cif	HORNBL1	HORNBLENDE_iron_magnesium	HORNBLENDE_iron_magnesium			?	hornbl1 | hornblende_iron_magnesium | hornblende_iron_magnesium | ? | bgmn | bgmn/hornbl1.cif
BGMN	BGMN/HORNBLRR.cif	HORNBLRR.cif	HORNBLRR	Hornblende_Magnesium_Iron	Hornblende_Magnesium_Iron			?	hornblrr | hornblende_magnesium_iron | hornblende_magnesium_iron | ? | bgmn | bgmn/hornblrr.cif
BGMN	BGMN/Huebnerite.cif	Huebnerite.cif	Huebnerite	Huebnerite	Huebnerite			?	huebnerite | huebnerite | huebnerite | ? | bgmn | bgmn/huebnerite.cif
BGMN	BGMN/HUNTITE.cif	HUNTITE.cif	HUNTITE	Huntite	Huntite			?	huntite | huntite | huntite | ? | bgmn | bgmn/huntite.cif
BGMN	BGMN/Hydrocerussite.cif	Hydrocerussite.cif	Hydrocerussite	Hydrocerussite	Hydrocerussite			?	hydrocerussite | hydrocerussite | hydrocerussite | ? | bgmn | bgmn/hydrocerussite.cif
BGMN	BGMN/HYDROMAG.cif	HYDROMAG.cif	HYDROMAG	Hydromagnesite	Hydromagnesite			?	hydromag | hydromagnesite | hydromagnesite | ? | bgmn | bgmn/hydromag.cif
BGMN	BGMN/Hydrotalcite.cif	Hydrotalcite.cif	Hydrotalcite	Hydrotalcite	Hydrotalcite			?	hydrotalcite | hydrotalcite | hydrotalcite | ? | bgmn | bgmn/hydrotalcite.cif
BGMN	BGMN/Hydrozincite.cif	Hydrozincite.cif	Hydrozincite	Hydrozincite	Hydrozincite			?	hydrozincite | hydrozincite | hydrozincite | ? | bgmn | bgmn/hydrozincite.cif
BGMN	BGMN/ILMENITE.cif	ILMENITE.cif	ILMENITE	Ilmenite	Ilmenite			?	ilmenite | ilmenite | ilmenite | ? | bgmn | bgmn/ilmenite.cif
BGMN	BGMN/Iron_alpha.cif	Iron_alpha.cif	Iron_alpha	Iron_alpha	Iron_alpha			?	iron_alpha | iron_alpha | iron_alpha | ? | bgmn | bgmn/iron_alpha.cif
BGMN	BGMN/Iron_gamma_Austenite.cif	Iron_gamma_Austenite.cif	Iron_gamma_Austenite	Iron_gamma_Austenite	Iron_gamma_Austenite			?	iron_gamma_austenite | iron_gamma_austenite | iron_gamma_austenite | ? | bgmn | bgmn/iron_gamma_austenite.cif
BGMN	BGMN/JADEITE.cif	JADEITE.cif	JADEITE	Jadeite	Jadeite			?	jadeite | jadeite | jadeite | ? | bgmn | bgmn/jadeite.cif
BGMN	BGMN/JAROSITE.cif	JAROSITE.cif	JAROSITE	Jarosite	Jarosite			?	jarosite | jarosite | jarosite | ? | bgmn | bgmn/jarosite.cif
BGMN	BGMN/K2cr2o7.cif	K2cr2o7.cif	K2cr2o7	K2Cr2O7	K2Cr2O7			?	k2cr2o7 | k2cr2o7 | k2cr2o7 | ? | bgmn | bgmn/k2cr2o7.cif
BGMN	BGMN/Kainite.cif	Kainite.cif	Kainite	Kainite	Kainite			?	kainite | kainite | kainite | ? | bgmn | bgmn/kainite.cif
BGMN	BGMN/Kaolid.cif	Kaolid.cif	Kaolid	KAOLINITE_C1_ideal_structure_BISH	KAOLINITE_C1_ideal_structure_BISH			?	kaolid | kaolinite_c1_ideal_structure_bish | kaolinite_c1_ideal_structure_bish | ? | bgmn | bgmn/kaolid.cif
BGMN	BGMN/Kaolinitedis.cif	Kaolinitedis.cif	Kaolinitedis	Kaolinitedis	Kaolinitedis			?	kaolinitedis | kaolinitedis | kaolinitedis | ? | bgmn | bgmn/kaolinitedis.cif
BGMN	BGMN/Kieserite.cif	Kieserite.cif	Kieserite	Kieserite	Kieserite			?	kieserite | kieserite | kieserite | ? | bgmn | bgmn/kieserite.cif
BGMN	BGMN/KOGARKOI.cif	KOGARKOI.cif	KOGARKOI	Kogarkoite_Na3SO4F	Kogarkoite_Na3SO4F			?	kogarkoi | kogarkoite_na3so4f | kogarkoite_na3so4f | ? | bgmn | bgmn/kogarkoi.cif
BGMN	BGMN/Kutnafe.cif	Kutnafe.cif	Kutnafe	Kutnahorite_Fe	Kutnahorite_Fe			?	kutnafe | kutnahorite_fe | kutnahorite_fe | ? | bgmn | bgmn/kutnafe.cif
BGMN	BGMN/Kutnahor.cif	Kutnahor.cif	Kutnahor	Kutnahorite	Kutnahorite			?	kutnahor | kutnahorite | kutnahorite | ? | bgmn | bgmn/kutnahor.cif
BGMN	BGMN/Kyanite.cif	Kyanite.cif	Kyanite	KYANITE	KYANITE			?	kyanite | kyanite | kyanite | ? | bgmn | bgmn/kyanite.cif
BGMN	BGMN/Laal11o18.cif	Laal11o18.cif	Laal11o18	LaAl11O18	LaAl11O18			?	laal11o18 | laal11o18 | laal11o18 | ? | bgmn | bgmn/laal11o18.cif
BGMN	BGMN/LAALO3.cif	LAALO3.cif	LAALO3	LaAlO3	LaAlO3			?	laalo3 | laalo3 | laalo3 | ? | bgmn | bgmn/laalo3.cif
BGMN	BGMN/LAB6.cif	LAB6.cif	LAB6	LAB6	LAB6			?	lab6 | lab6 | lab6 | ? | bgmn | bgmn/lab6.cif
BGMN	BGMN/LABO3.cif	LABO3.cif	LABO3	LaBO3	LaBO3			?	labo3 | labo3 | labo3 | ? | bgmn | bgmn/labo3.cif
BGMN	BGMN/LANBO4.cif	LANBO4.cif	LANBO4	LaNbO4	LaNbO4			?	lanbo4 | lanbo4 | lanbo4 | ? | bgmn | bgmn/lanbo4.cif
BGMN	BGMN/Langanit.cif	Langanit.cif	Langanit	Langanite	Langanite			?	langanit | langanite | langanite | ? | bgmn | bgmn/langanit.cif
BGMN	BGMN/Laumontite.cif	Laumontite.cif	Laumontite	Laumontite	Laumontite			?	laumontite | laumontite | laumontite | ? | bgmn | bgmn/laumontite.cif
BGMN	BGMN/Laurioni.cif	Laurioni.cif	Laurioni	PbOHCl_Laurionite	PbOHCl_Laurionite			?	laurioni | pbohcl_laurionite | pbohcl_laurionite | ? | bgmn | bgmn/laurioni.cif
BGMN	BGMN/LCystine.cif	LCystine.cif	LCystine	LCystine	LCystine			?	lcystine | lcystine | lcystine | ? | bgmn | bgmn/lcystine.cif
BGMN	BGMN/LEAD.cif	LEAD.cif	LEAD	Pb_Lead	Pb_Lead			?	lead | pb_lead | pb_lead | ? | bgmn | bgmn/lead.cif
BGMN	BGMN/Lepidocrocite.cif	Lepidocrocite.cif	Lepidocrocite	Lepidocrocite	Lepidocrocite			?	lepidocrocite | lepidocrocite | lepidocrocite | ? | bgmn | bgmn/lepidocrocite.cif
BGMN	BGMN/Lepidolite1m.cif	Lepidolite1m.cif	Lepidolite1m	Lepidolite1m	Lepidolite1m			?	lepidolite1m | lepidolite1m | lepidolite1m | ? | bgmn | bgmn/lepidolite1m.cif
BGMN	BGMN/Lepidolite2m1.cif	Lepidolite2m1.cif	Lepidolite2m1	Lepidolite2M1	Lepidolite2M1			?	lepidolite2m1 | lepidolite2m1 | lepidolite2m1 | ? | bgmn | bgmn/lepidolite2m1.cif
BGMN	BGMN/LEUCITE.cif	LEUCITE.cif	LEUCITE	LEUCITE	LEUCITE			?	leucite | leucite | leucite | ? | bgmn | bgmn/leucite.cif
BGMN	BGMN/LIF.cif	LIF.cif	LIF	LiF	LiF			?	lif | lif | lif | ? | bgmn | bgmn/lif.cif
BGMN	BGMN/Linnaeite.cif	Linnaeite.cif	Linnaeite	Linnaeite	Linnaeite			?	linnaeite | linnaeite | linnaeite | ? | bgmn | bgmn/linnaeite.cif
BGMN	BGMN/Lithiophorite.cif	Lithiophorite.cif	Lithiophorite	Lithiophorite	Lithiophorite			?	lithiophorite | lithiophorite | lithiophorite | ? | bgmn | bgmn/lithiophorite.cif
BGMN	BGMN/Lizardite1t.cif	Lizardite1t.cif	Lizardite1t	Lizardite1t	Lizardite1t			?	lizardite1t | lizardite1t | lizardite1t | ? | bgmn | bgmn/lizardite1t.cif
BGMN	BGMN/LUZONITE.cif	LUZONITE.cif	LUZONITE	Luzonite_Sb	Luzonite_Sb			?	luzonite | luzonite_sb | luzonite_sb | ? | bgmn | bgmn/luzonite.cif
BGMN	BGMN/Maghemite.cif	Maghemite.cif	Maghemite	Maghemite	Maghemite			?	maghemite | maghemite | maghemite | ? | bgmn | bgmn/maghemite.cif
BGMN	BGMN/Magnesite.cif	Magnesite.cif	Magnesite	Magnesite	Magnesite			?	magnesite | magnesite | magnesite | ? | bgmn | bgmn/magnesite.cif
BGMN	BGMN/Magnetite.cif	Magnetite.cif	Magnetite	Magnetite	Magnetite			?	magnetite | magnetite | magnetite | ? | bgmn | bgmn/magnetite.cif
BGMN	BGMN/Malachite.cif	Malachite.cif	Malachite	Malachite	Malachite			?	malachite | malachite | malachite | ? | bgmn | bgmn/malachite.cif
BGMN	BGMN/Manganite.cif	Manganite.cif	Manganite	Manganite	Manganite			?	manganite | manganite | manganite | ? | bgmn | bgmn/manganite.cif
BGMN	BGMN/Marcasite.cif	Marcasite.cif	Marcasite	Marcasite	Marcasite			?	marcasite | marcasite | marcasite | ? | bgmn | bgmn/marcasite.cif
BGMN	BGMN/MASCAGNI.cif	MASCAGNI.cif	MASCAGNI	Mascagnite	Mascagnite			?	mascagni | mascagnite | mascagnite | ? | bgmn | bgmn/mascagni.cif
BGMN	BGMN/Mayenite.cif	Mayenite.cif	Mayenite	Mayenite	Mayenite			?	mayenite | mayenite | mayenite | ? | bgmn | bgmn/mayenite.cif
BGMN	BGMN/Merwinite.cif	Merwinite.cif	Merwinite	Merwinite	Merwinite			?	merwinite | merwinite | merwinite | ? | bgmn | bgmn/merwinite.cif
BGMN	BGMN/Mgchromi.cif	Mgchromi.cif	Mgchromi	Magnesiochromite	Magnesiochromite			?	mgchromi | magnesiochromite | magnesiochromite | ? | bgmn | bgmn/mgchromi.cif
BGMN	BGMN/MicroInt1.cif	MicroInt1.cif	MicroInt1	MICROCLINE_intermediate1	MICROCLINE_intermediate1			?	microint1 | microcline_intermediate1 | microcline_intermediate1 | ? | bgmn | bgmn/microint1.cif
BGMN	BGMN/MicroInt2.cif	MicroInt2.cif	MicroInt2	MICROCLINE_intermediate2	MICROCLINE_intermediate2			?	microint2 | microcline_intermediate2 | microcline_intermediate2 | ? | bgmn | bgmn/microint2.cif
BGMN	BGMN/MicroMax.cif	MicroMax.cif	MicroMax	MICROCLINE_maximum	MICROCLINE_maximum			?	micromax | microcline_maximum | microcline_maximum | ? | bgmn | bgmn/micromax.cif
BGMN	BGMN/MIMETITE.cif	MIMETITE.cif	MIMETITE	Mimetite	Mimetite			?	mimetite | mimetite | mimetite | ? | bgmn | bgmn/mimetite.cif
BGMN	BGMN/MnO.cif	MnO.cif	MnO	Manganosite	Manganosite			?	mno | manganosite | manganosite | ? | bgmn | bgmn/mno.cif
BGMN	BGMN/MONALBIT.cif	MONALBIT.cif	MONALBIT	Plagioclase_Monalbite	Plagioclase_Monalbite			?	monalbit | plagioclase_monalbite | plagioclase_monalbite | ? | bgmn | bgmn/monalbit.cif
BGMN	BGMN/MONAZITE.cif	MONAZITE.cif	MONAZITE	Monazite	Monazite			?	monazite | monazite | monazite | ? | bgmn | bgmn/monazite.cif
BGMN	BGMN/Monetite.cif	Monetite.cif	Monetite	Monetite	Monetite			?	monetite | monetite | monetite | ? | bgmn | bgmn/monetite.cif
BGMN	BGMN/Monohydrocalcite.cif	Monohydrocalcite.cif	Monohydrocalcite	Monohydrocalcite	Monohydrocalcite			?	monohydrocalcite | monohydrocalcite | monohydrocalcite | ? | bgmn | bgmn/monohydrocalcite.cif
BGMN	BGMN/Monticellite.cif	Monticellite.cif	Monticellite	Monticellite	Monticellite			?	monticellite | monticellite | monticellite | ? | bgmn | bgmn/monticellite.cif
BGMN	BGMN/Mordenitena7.cif	Mordenitena7.cif	Mordenitena7	MordeniteNa7	MordeniteNa7			?	mordenitena7 | mordenitena7 | mordenitena7 | ? | bgmn | bgmn/mordenitena7.cif
BGMN	BGMN/Mullite21.cif	Mullite21.cif	Mullite21	Mullite21	Mullite21			?	mullite21 | mullite21 | mullite21 | ? | bgmn | bgmn/mullite21.cif
BGMN	BGMN/Mullite32.cif	Mullite32.cif	Mullite32	Mullite32	Mullite32			?	mullite32 | mullite32 | mullite32 | ? | bgmn | bgmn/mullite32.cif
